Account,Date,Issue 
61974001,3/31/2010,CBS Priority High TX Low Levels
55950801,3/31/2010,HD0000020643341---------------Dead at the tap No A/C.
33792501,3/31/2010,tdr traces done and in attachments
48728401,3/31/2010,Line Problem
38897509,3/31/2010,Line Problem [44595746]
60206701,3/31/2010,"lin issue, cbs priority, bad levels,HD0000020643486"
59794001,3/31/2010,lp
15087102,3/31/2010,**NIGHT WORK** Line Problem - reverse tilt -- low levels on data freq 849 MHz and 855 MHz night work
47965203,3/31/2010,Other
44708802,3/31/2010,line problem
29845201,3/31/2010,CBS Priority Low Levels Modem No Sync
22896608,3/31/2010,ped need sreplaced
19106403,3/31/2010,Low levels on high band freq
35784801,3/31/2010,line problem--low levels--
60186601,3/31/2010,Line Problem
2637901,3/31/2010,line problem
12375601,3/31/2010,**priority** cust is having intermit packet loss. soc says noise in node.
55839301,3/31/2010,customers phone pops and tv flickers at the same time
43596203,3/31/2010,Line problem
40857402,3/31/2010,Line Problem
234113,3/31/2010,NEXT LEVEL - line problem
62222201,3/31/2010,line problem
13182601,3/31/2010,Repeat Line Problem
58608402,4/1/2010,"Line Problem - Data Ch 99; RX low, TX high @ Tap"
15929226,4/1/2010,unsecure Ped won't lock
5594503,4/1/2010,line problem
15568407,4/1/2010,Lock Box won't secure - no lock
24193613,4/1/2010,LOCK BOX UNSECURED AND ALSO NEED TO AUDIT BLUE TAG CONNECTED
5607202,4/1/2010,intermint static and droped calls. PRE and post errors.
18717607,4/1/2010,"low levels on high end with low mer and pre errors on 843 mhz, none service affecting"
45961001,4/1/2010,Line Problem
23828117,4/1/2010,Lock Box won't secure - falling off wall and locks broken
5982101,4/1/2010,headend line problem no EOD per Bill Shannan
44200110,4/1/2010,line problem
53774001,4/1/2010,CBS Priority Low Levels At Tap
17987901,4/1/2010,Line Problem
56087602,4/1/2010,Line Problem
15332112,4/1/2010,Line Problem wo 44600158 pre/post errors on high frequencies high 700's and above off of tap 2.7E-4 causing tiling on hd
37207410,4/1/2010,Low levels on low band out of tap
56088401,4/1/2010,very low FDR at tap and throughout home. DVRs also not taking new software.
59964402,4/1/2010,signal is low on ch132 and mer on ch84(585mhz chs 704+705) is droping out
42482701,4/1/2010,lp-(wo#44595789)
31248101,4/1/2010,TILING AND BLK ON ALL HD CHANNELS AND ERRORS OFF TAP
13820204,4/1/2010,ped/tap replacement see system log
29709201,4/1/2010,Low hanging cable in alley
43597902,4/1/2010,Line Problem
30760201,4/1/2010,Line Problem
45874212,4/1/2010,Lock Box won't secure
62545102,4/1/2010,low tx off tap 24 on new install
13182601,4/1/2010,**Pending trunk replacement** area issue - pre and post errors upper digi chnls
22566304,4/1/2010,Line issue. Reverse tilt. work order #44599656
10195101,4/1/2010,Ongoing area issue
61291601,4/1/2010,CBS PRIORITY TREE ON MAIN LINE PULLING IT DOWN IN MAIN ENTRANCE
11925911,4/1/2010,line problem- w/o# 44599537 Low Levels @ Tap causing Home Cert fail
10127903,4/1/2010,Ongoing area issue
57657503,4/1/2010,possible broken mainline - turned over by auditor building 4 affected
48354001,4/1/2010,Lp
52802901,4/1/2010,repeat line problem
17250307,4/1/2010,117 mhz has pre errors flopping
51786502,4/1/2010,Line Problem -Low Levels at Tap
40325202,4/1/2010,Line Problem -intermitante hsi
42245702,4/1/2010,Line Problem WO # 44597710
56659001,4/1/2010,CBS Priority Pre and Post Errors Small Amount of Packet Loss Intermittantly
30287706,4/1/2010,Line Problem_44597710 need 8 port tap for phone install
22203503,4/1/2010,line problem - Area Noise issue see attachment. pls run AM PRI 4/2/10
25972401,4/1/2010,LP
7490703,4/1/2010,Line Problem
7490205,4/1/2010,line problem
27355101,4/1/2010,Low levels off of tap
4895601,4/1/2010,"HD0000020646245----------Getting static on the customers phones----------Our customer cannot here it, but there customers can."
48882218,4/1/2010,line problem 48882218 - on going intrmit NDT see attachment for NOISE PIC PLS RUN AM PRI!!!
29817701,4/1/2010,Line Problem
42459802,4/1/2010,Line Problem
35783403,4/2/2010,line problem--dead tap--
60560701,4/2/2010,"intermint packet loss, custoemr loses connection to all branches through SPN."
38633903,4/2/2010,Line Problem
20893006,4/2/2010,Line Problem
44664901,4/2/2010,Reported main line down see system log for info
27668402,4/2/2010,Line Problem
410315,4/2/2010,Line Problem -- low levels on lower spectrum
9359102,4/2/2010,low signal off tap
17961504,4/2/2010,Line Problem
30173702,4/2/2010,line problem (44598593)
48615901,4/2/2010,Line Problem //// Mike Lancaster///Pole Down
8448807,4/2/2010,Pedestal damage due to dog chew reported by Andrea @ Glacier/Tech # 62075 Ryan Edwards/Phone #: 405-250-7471
30829801,4/2/2010,line problem[44604891]
51159602,4/2/2010,Line Problem - all services out
13344107,4/2/2010,low signal off tap not service affecting
48901606,4/2/2010,Bad tap
8224904,4/2/2010,Line Problem
8383502,4/2/2010,lp-(wo#44605614)
43592702,4/2/2010,line problem [wo# 44601537]. pre and post errors on channel 99 at tap
22885302,4/2/2010,"**NIGHTWORK** No power out of tap. Levels are good but ports will not pass power, tried multiple ports and got nothing."
37397703,4/2/2010,Line Problem -17v 2p tap has water damage
12362111,4/2/2010,line problem--possible upstream issues-- interm internet and phone issues
76718,4/2/2010,line problem--qpsk fdc at -12 ---dqi freq 117/channel 99 at 0 at tap
25973011,4/2/2010,line problem-w/o #44599405 23/8 port tap High Latency and packet loss also No ped cover and damaged TAP
13398701,4/2/2010,"Data Slow, bad signal to Modem and multiple splitters"
62305801,4/2/2010,"CBS priority, line issue, noise in area, packet loss to multiple customers, HD0000020647503"
5141301,4/2/2010,High transmit at the tap. Unable to lock onto Qam at tap but temp line showed same results.
18717607,4/2/2010,Line Problem
26605,4/2/2010,Line Problem
30293602,4/2/2010,line problem -- levels fluctuating
53248201,4/2/2010,Line Problem
46495601,4/2/2010,Area Issue - Noise in Node
50747902,4/2/2010,"Other - noise in node, packet loss bad static on phones, several customers are down can not run cc or fax"
45769801,4/2/2010,line problem
53041701,4/2/2010,Down main line South of intersection of Santa Fe and Main In Norman - Reported by Norman FD Dispatcher Chris
34007701,4/2/2010,line problem
43737201,4/2/2010,Line Problem
56788301,4/2/2010,Main line down across busy intersection at 2302 E University Ave in Guthrie
39664801,4/2/2010,Line Problem //// Mike Landcaster
24929018,4/2/2010,LP
23929714,4/2/2010,ped/tap replacement per Mitchell Communications
42371901,4/2/2010,**monitoring**
15511302,4/2/2010,lp-(wo#15511302)
55672503,4/2/2010,line problem -- levels
44084601,4/2/2010,Line Problem
35788701,4/2/2010,line problem--data--ch99--
44997102,4/2/2010,LP Dead @ Tap
30988603,4/2/2010,errors off tap
58774901,4/2/2010,line problem
24159511,4/2/2010,line problem. low levels/ reverse tilt. appartment
35502203,4/2/2010,line problem---high transmit--
8432902,4/2/2010,line problem work order 44601693
15041611,4/2/2010,Line problem high tx
51990201,4/2/2010,waiting on cable replacement
24048416,4/2/2010,line problem
40190606,4/2/2010,LP
42512805,4/2/2010,ch 99 low
31145903,4/2/2010,errors off tap
18640521,4/2/2010,Unsecureable Lockbox
34300405,4/2/2010,Tap replacement
29689306,4/2/2010,Unsecureable Pedestal
45124805,4/3/2010,Line Problem -- NO DIAL TONE
12816410,4/3/2010,ports on tap on the left side are bad needs replaced
28740901,4/3/2010,No voltage @ tap.Tap smells burnt and has debris behind falling from behind circuit board. Data and Digi Cable are fine.
55302701,4/3/2010,Line Problem\ FNT onsite
16985114,4/3/2010,tech says lock box missing
32622213,4/3/2010,lock box issue
23927501,4/3/2010,Temp Line on the ground from building 27 to building 26. Unable to close MDU box.
18741501,4/3/2010,44604358
13006718,4/3/2010,line problem the ports are bad so i switched port and still getting pre errors on channel 99 mhz 117
7016622,4/3/2010,errors ch 99 and broken tap---
59806501,4/3/2010,line problem transmit at tap 50 mer on 99 ----- 24
33020002,4/3/2010,"WO# 44606047, low mer ch 99"
4777901,4/3/2010,"HD0000020649157--------Highpacket Loss off the tap 50%. Customers MTA's/Modem are in sync, but no service."
8231611,4/3/2010,Lock Box won't secure
37494814,4/3/2010,Lock Box won't secure
6846201,4/3/2010,"HD0000020649255------Static on the recieve side of the call.------7-11 customers calling in hear static, but not 7-11 employee."
56616301,4/3/2010,line problem - getting 45 transmit at tap
16023316,4/3/2010,lock box
8128810,4/3/2010,Low levels @ tap...tiling problem inside house( splitter connected wrong ) customer has 2 splitters inside house
9940213,4/3/2010,NO dial tone
25257802,4/3/2010,low signal
58775802,4/3/2010,Line Problem
59421901,4/3/2010,HD0000020649382---------Customers modem loosing sync.---------Getting burst of BER/MER errors off the tap.
4768701,4/3/2010,low level at tap
21526801,4/3/2010,Line Problem
9860702,4/3/2010,615 & 685 bad
11381912,4/3/2010,Line Problem
7676112,4/3/2010,LP
9810605,4/3/2010,Bad Levels @ Tap
5299002,4/3/2010,NDT NO TC WORK ORDER BUT SEVERAL OUT ON STREET REFER BACK TO MAINT#MNT000000668776
39574002,4/4/2010,reverse titlt at the terminating tap/audio clipping. i could not find antthing wrong
40644601,4/4/2010,line proble dead at tap
43306203,4/4/2010,line problem
40643602,4/4/2010,line problem
27668402,4/4/2010,line problem- next level
45442403,4/4/2010,low levels at tap
593406,4/4/2010,"pole transfer high wire cut, all tap attachments down - [PID = 2110128502, CONTRACTOR = VISION], ECD = 02/17/11"
35148211,4/4/2010,Line Problem
23121402,4/4/2010,HD0000020649955------Low levels off the tap.------Customers mta's/modem keep dropping service.
22378001,4/4/2010,549 & 627 errors
59268901,4/4/2010,Line problem: High levels
23598224,4/4/2010,turned over to Bob Birdwell. waiting for a reply see attatchments for details
15332112,4/4/2010,pre and post errors on multiple freq
21834003,4/4/2010,Line Problem
61358602,4/4/2010,"High Tx off the tap 17, 4 port 48Tx"
26813401,4/4/2010,line problem- low levels
55598401,4/4/2010,line problem- Pending Night Work to TDR feeder
55842001,4/4/2010,Line Problem Work Order: 44613874
34295501,4/4/2010,"Line problem: Intermittent NDT - Low levels, high transmit"
46408301,4/4/2010,line problem
46349605,4/4/2010,Low levels at tap intermitent tiling
55840501,4/4/2010,line problem
7363303,4/4/2010,line problem- ndt please knock first need to put dogs up
41846912,4/4/2010,line problem
25818802,4/4/2010,HD0000020650260------Customer and surrounding businesses experiencing packet loss 4-8%.
31145801,4/4/2010,noise on the line
40356001,4/5/2010,Return Noise with file
28005901,4/5/2010,Line Problem DIGITAL-TILING FROM NODE REPORT PLEASE CHECK
16049507,4/5/2010,Line Problem
9416404,4/5/2010,line problem
13299903,4/5/2010,No Levels out of tap.
16044804,4/5/2010,No Levels out of tap.
55839301,4/5/2010,Line Problem
42904402,4/5/2010,line problem......1 burnt port at tap
23298307,4/5/2010,line problem wo #44612149
57978101,4/5/2010,"**priority** no dial tone on voice port. tap reads -9/-30, no voltage."
28883701,4/5/2010,signal leak 51 MVL
18715909,4/5/2010,"line problem- #44615924 low to none s/n on 111, 99, 711, 863 Mhz customer stated bucket truck and reg tech down street b4 issue"
57335201,4/5/2010,low ch 99
10111002,4/5/2010,line problem [44616109]
25964703,4/5/2010,Noise in the node
51771401,4/5/2010,CBS Priority Low levels at tap high tx
1168403,4/5/2010,levels on ch003 are fluctuating from 0 to +13 .... getting intermittent tiling and black screen (flickering) phone also dropping
9416705,4/5/2010,Line Problem
32432807,4/5/2010,Line problem: High levels
59382001,4/5/2010,v ery low levels at tap. also low transmit even with long drop.
45214211,4/5/2010,"Plant Damage 20-4 tap on output of le, needs a 23-4tap installed its a regal horseshoe"
22161003,4/5/2010,pre and post errors on 99..at all locations
16198707,4/5/2010,Line Problem Hi percentage of modems off line please check
1949306,4/5/2010,Return Noise with file
1905702,4/5/2010,signal bouncing
29253502,4/5/2010,Line Problem
43703210,4/5/2010,"Plant Damage broken tap port 23-8 regal widebody, lock box completley falling off build mainline cable holding box up"
10987914,4/5/2010,missing channels on freq. 585@ 693 and occasionally 531
40511803,4/5/2010,line problem
21289204,4/5/2010,Line Problem -DQI on channel 107 drops below 9.
52545201,4/5/2010,"**priority**no internet, downstream error at tap."
59893301,4/5/2010,line problem
38120105,4/5/2010,signal a little low at the tap
30898101,4/5/2010,Line Problem
40046611,4/5/2010,line problem
62432601,4/5/2010,HD0000020651785------Levels bad at the tap----------NO sync on MTA
10212601,4/5/2010,Line Problem
10134803,4/5/2010,Line problem WO # 44618723
14829117,4/5/2010,LINE PROBLEM / LOW LEVELS ON CHANNELS 132
34370007,4/5/2010,Line Problem DIGITAL-BLACK SCREEN rom node report please check this out.
33378901,4/5/2010,Line problem -
17682605,4/5/2010,579 mhz tiling levelsgood but noise on the line pre and post errors on all ch's tested
1926803,4/5/2010,Line Problem [Digital Tiling and levels change every time main line moves about 7 db's of diference on every channel tested]
16464309,4/5/2010,Cracked feeder cable ingres on al chnls.
14456805,4/5/2010,line problem -- high levels
12432802,4/5/2010,**nightwork** Line Problem ch 3 signal bouncing all over off the tap
61358602,4/5/2010,deletion filter for CH 22 is cutting into CH 7.
15118815,4/5/2010,unsecured ped.
8416403,4/5/2010,Line Problem - DQI drops out on 99 and pre and post errors show up. Tap is loose.
15052304,4/5/2010,Line Problem
9924301,4/5/2010,line problem
8800603,4/6/2010,Un-Securable Ped
15018612,4/6/2010,Ped Issue -- unsecurable ped
15344802,4/6/2010,8/20@Tap some frequencies out of range for home cert and transmit @28 RG-11drop
57204602,4/6/2010,Line Problem - pre errors on 99 and high tx
13979202,4/6/2010,Line Problem POSIBLE CUT CABLE TIM JONSON 405-401-7923
20185011,4/6/2010,Line Problem LOCK BOX WONT LOCK
20868102,4/6/2010,errors 132 124 110
49925101,4/6/2010,VP in alarm. no AC at tap. HD0000020653411
4705505,4/6/2010,ped issue
9736104,4/6/2010,line problem has tiling when you shake the main line the main line is hanging off the messinger tiling on 99 78 111 -132
45945601,4/6/2010,Line Problem low rf off tap
59499501,4/6/2010,line problem
16870405,4/6/2010,[WO# ]
59070801,4/6/2010,Line Problem 2304 NW 173RD ST CUT CABLE NO CUSTOMERS YET NEW BUILD PLEASE CHECK CLLED IN BU CALL CENTER.
25330910,4/6/2010,"locks were damaged, and I had to drill them out to get into the box."
12468509,4/6/2010,Line Problem LOCK BOX IS BROCKEN AND TAP NEEDS LOOKED AT.
22350603,4/6/2010,Low levels on high end out of tap.Intermittent No Sync
38290901,4/6/2010,Line Problem - Low band levels low
20405508,4/6/2010,mer bad on 579 585
3677309,4/6/2010,line problem
37497801,4/6/2010,low levels on high end none service affecting
44068101,4/6/2010,Line Problem Work Order: 44618498
5247901,4/6/2010,Line Problem - pre and post on channel 99
62053501,4/6/2010,**priority** multiple mdms keeps dropping offline
62384901,4/6/2010,Line Problem POSIBLE CUT CABLE PLEASE CHECK BOBBY 401-6530 MISS MARKED LOCATE
55839301,4/6/2010,line problem phone out
526139-03,4/6/2010,Line problem -
43633009,4/6/2010,Line Problem main line in broke in half straind also is broke in half
60283201,4/6/2010,CBS Priority
24780212,4/6/2010,Line problem: high transmit
45525501,4/6/2010,Line Problem Work Order: 44618354 no dial tone
1704607,4/6/2010,line problem intermiyyent no sync mta
62222501,4/6/2010,"Line problem ""44623926"""
2148213,4/6/2010,Line Problem
8829102,4/6/2010,line problem 8829102
47516002,4/6/2010,line problem -- low on ch 132
34370007,4/6/2010,"no sync, mta, high transmit"
16150310,4/6/2010,high tx @47 on 855 off tap (slow speeds)
10781612,4/6/2010,Line Problem
33501703,4/6/2010,Line problem: Wrong tap
22387203,4/6/2010,No Caller ID/Box not in 2 way
51760501,4/6/2010,HD0000020655335----Modem loosing sync.
47482602,4/6/2010,Line Problem - fluctuating internet speeds on upload and download priority per scott cloose
62629301,4/6/2010,LINE PROBLEM DEAD AT TAP
19477803,4/7/2010,Line Problem -- low transmit levels
22663718,4/7/2010,data engineering checking on freq swapping
55640203,4/7/2010,"very low signal at tap, digi tiling"
18300903,4/7/2010,line prob
19724102,4/7/2010,Line Problem -- low levels at high end of spectrum
36527816,4/7/2010,Line Problem
36530707,4/7/2010,Line Problem [ 44623414 ]
56942303,4/7/2010,Low signal out tap... no problem while onsite
45980316,4/7/2010,Line Issue Work Order: 44624669
5388911,4/7/2010,Line problem: Black screen on MLB package
46026202,4/7/2010,Line Issue Work Order: 44625353
50747902,4/7/2010,CBS Priority
20575003,4/7/2010,dead tap
10195402,4/7/2010,line problem
6687402,4/7/2010,tree blown down by wind. laying on the mainline. behind the house..
5988302,4/7/2010,Line Problem
37212310,4/7/2010,Line Problem
32896501,4/7/2010,Line Problem - Dead at tap.
17287406,4/7/2010,line problem
7698807,4/7/2010,line problem
36663905,4/7/2010,raised noise floor 20db
1973503,4/7/2010,tiling 585/ int DT
61754601,4/7/2010,Line Problem -- low levels on lower end of spectrum
8917002,4/7/2010,line problem
38247701,4/7/2010,digi tiling and black screeen on MLB channels freq 99
1061114,4/7/2010,Line Problem
12466616,4/7/2010,Line Problem
19133701,4/7/2010,customer is wanting old pole in front yard removed but before he can our main line needs to be detached from it
50391801,4/7/2010,Line Problem - No AC off tap
33835303,4/8/2010,lp-(wo#44627617)
49710401,4/8/2010,CBS Priority Noise in node Fax issues
62632601,4/8/2010,Tap Change to 23 x 4
9208301,4/8/2010,line problem (44627170)
1988313,4/8/2010,Line problem
4684801,4/8/2010,CBS Priority Low Levels at Tap Interm. No Sync
36521811,4/8/2010,unsecureable ped and mdu box
21106108,4/8/2010,Line Problem_wo#44627595
47797401,4/8/2010,possible cut main line
46359311,4/8/2010,Line Problem
48659401,4/8/2010,line problem
17831718,4/8/2010,Line Problem (44628029)
56128301,4/8/2010,static on phones and custoemr not able to send faxs. HD0000020659597 HD0000020659802
40324001,4/8/2010,"Line Problem LOW SIG AT TAP ""TECH IS WORKING ON DROP LOSS"""
55688501,4/8/2010,CBS Priority Noise in Node Per Soc Dropped calls Second ESR in one week
51226005,4/8/2010,line problem
38113003,4/8/2010,Line Problem -need tap swapped for power passing tap PRI NO DIAL TONE
19390602,4/8/2010,Very high fluctuating trasmit out of tap.
5455915,4/8/2010,Line Problem low sig data issues
2469901,4/8/2010,line problem
6592401,4/8/2010,line problem. multiple frequencies with no mer at tap No Dial Tone
29989501,4/8/2010,HD0000020658995--------Possible Impulse Noise per SOC
14638913,4/8/2010,"dead tap, cut main"
56567201,4/8/2010,intermiot static on VP.
9926402,4/8/2010,Line Problem
14582802,4/8/2010,"Line Problem, WO # 44625365"
11708516,4/8/2010,line problem 11708516
9236507,4/8/2010,Line Problem
37701301,4/8/2010,Line Problem MLB tiling issues low levels off tap
6893701,4/8/2010,CBS Priority
46507403,4/8/2010,low signal causing digital tiling REPEAT CALL STILL HAPPENING.
13034606,4/8/2010,line problem
34416603,4/8/2010,mlb pack not working 99mhz 7db and 23 to 34 mer off tap per/post error also
58417801,4/8/2010,line problem
32272804,4/8/2010,LP
1962202,4/8/2010,line problem {44630516}
2758408,4/8/2010,line problem
961005,4/8/2010,Line Problem
45210607,4/9/2010,Line Problem possible video issue from node report please check
9545202,4/9/2010,"No ped, but there is a tap"
45214608,4/9/2010,Line Problem - rev tilt off mainline. This is not service affecting. but does need to be fixed.
19557003,4/9/2010,"line problem freq 117 mer ---28, pre and post errors"
25680103,4/9/2010,Awaiting custormer contact. - Next Level Noise in P05. Jumps in Data and Phone
6960201,4/9/2010,line problem-w/o#44633768 17/2 Tap low signal causing tiling all channels
34109204,4/9/2010,line problem
60385401,4/9/2010,CBS
15187005,4/9/2010,line problem -
32447504,4/9/2010,(wo#44635805)
39601408,4/9/2010,Line Problem this is in GE06
32975102,4/9/2010,Line Problem data mts no sync pri. hi tx off tap note dags are good.
59459801,4/9/2010,Line Problem slow speeds
52931302,4/9/2010,"Line Problem, 47-51 Tx off the tap"
15187005,4/9/2010,line problem -
6202401,4/9/2010,line problem
40437211,4/9/2010,Line Problem
227304,4/9/2010,Line Problem
39014501,4/9/2010,Line Problem
15430502,4/9/2010,No AC @ Tap
14332304,4/9/2010,Tap swap
15528701,4/9/2010,"line problem -errors pre and post -4 26 S/N on ch 99 at tap and end of drop, checked multiple ports"
19724102,4/9/2010,Line Problem
62437801,4/9/2010,"static on phones, calls cutting in and out and intermintly not able to make or receive calls."
14464417,4/9/2010,Per Glacier loca box missing master lock
54294701,4/9/2010,"signifgant noise, not an otg"
62631701,4/9/2010,Tap Change
47765201,4/9/2010,line problem -- ch 132 low
34681103,4/9/2010,At this address the span is being held up by tree limbs only. Lashing wire has come lose.
55689101,4/9/2010,CBS Priority Noise in node per soc static on line
62223001,4/9/2010,line problem
50138002,4/9/2010,Line Problem-low Tx and low levels on frequency 117 out of tap
742117,4/9/2010,"main line cli leak comming from appt building on 22nd and billen ave okc,ok"
51413,4/9/2010,main line cli leak that stretches for a square mile from 10th and may to 23rd and penn and back
45005303,4/9/2010,Line Problem - HSI intermittent connect
24127814,4/9/2010,Box fell of side of building #2
58557702,4/9/2010,CBS
16270408,4/9/2010,area issue digital issue
23705417,4/9/2010,line problem-w/o=44638856 17/4 terminating low levels failing home cert non priority
62186201,4/9/2010,customer not able to send or receive faxs. packet loss on DSAM through DOCIS test at tap and MTA.
21080005,4/9/2010,"Line Problem - LEAK, from front easment tap at 3020."
47487305,4/9/2010,line problem -- replace ped
46807802,4/9/2010,Line Problem - Digital Tiling NODE JB08
61355001,4/9/2010,ped broke
52854605,4/9/2010,"line problem-frequency 177 has 0 s/n in buildings 4,5,6,7"
33363308,4/10/2010,line problem--eod chn 76 77 78 no lock--
47930405,4/10/2010,line problem/ freq 693 pre and post errors and SN 26-32 at tap/ WO# 44638146
6106502,4/10/2010,"Line Problem - down piece of mainline, not service affecting for any cust sept noise feeding back in. also major signal leak"
36485701,4/10/2010,Line Problem low mer ch 132
4706304,4/10/2010,waiting on cable replacement
21258008,4/10/2010,"Line Problem. w/o: 44639238 low levels at tap, there was a second tap that has minor level issues as well"
45987407,4/10/2010,Line Problem
10544407,4/10/2010,Other
23825112,4/10/2010,"NEXT LEVEL low band is jumping from -15 to +7, ch 99 has a 26 s/n with e-4 pre and post. checked multiple ports on 23v and"
39786305,4/10/2010,Line Problem - Intermittent connection/phone
2607304,4/10/2010,line problem
19589802,4/10/2010,NDT BURNT TAP / no AC
4620302,4/10/2010,static on phones. other end hears static not custoemr - SEE ATTACHMENT
43676503,4/10/2010,LOCK BOX WONT SECURE
11253302,4/10/2010,Line Problem
24734607,4/10/2010,line problem
58812701,4/10/2010,INSTALL PRI BROKEN TAP HOUSING NEEDS REPLACED..
9662514,4/10/2010,LINE PROB
37759502,4/10/2010,Line Problem - Low levels off tap on high end.
60283201,4/10/2010,intermint dial tone and levels are jumping. ongoing issue
5792203,4/10/2010,line problem channel 99 sn drops and signal
17165119,4/10/2010,LP - LOW LEVELS AT TAP PER TECH AND WRONG TAP VALUE
32706011,4/10/2010,lne problem work order 44638353
12978308,4/10/2010,Line Problem
28163303,4/10/2010,LP
32514602,4/10/2010,Line Problem
33620201,4/10/2010,break in the trunk line. temped fixed with tin can and duct tap. being repaired permanatly tonight
23484116,4/10/2010,lock box not secureable and need to check wall mounts..
7538702,4/10/2010,line problem
33621104,4/10/2010,break in the trunk line. temped with tin can and duct tap. being repaired permantly tonight
24257003,4/11/2010,AREA ISSUE
12881234,4/11/2010,lockbox unsecureable
11382120,4/11/2010,lockbox unsecureable
26091217,4/11/2010,Line Problem- MLB package
23493611,4/11/2010,lockbox unsecureable
58726001,4/11/2010,line problem
33618601,4/11/2010,break in the trunk line. temped with tin can and duct tap. being repaired permantly tonight
23800213,4/11/2010,lockbox unsecureable
56218705,4/11/2010,line problem
56216605,4/11/2010,Line problem/ high tx
39541701,4/11/2010,low signal at the tap
39666203,4/11/2010,line problem -
20406301,4/11/2010,line problem
19942005,4/11/2010,Line Problem
14307818,4/11/2010,lockbox unsecureable
2589513,4/11/2010,line problem- low levels/bad mer at tap
34552603,4/11/2010,break in the trunk line. temped with tin can and duct tap. being repaired permantly tonight
24256303,4/11/2010,Line Problem
34333005,4/11/2010,Line Problem - No QAM lock on channel 99. modem test failed at tap
57397901,4/11/2010,line problem [w.o#44642518]
42210908,4/11/2010,no power
14248802,4/11/2010,"**ESCALATED**no caller id on box, no 2 way( see log boxs are in 2 way) TX HIGH"
33710914,4/11/2010,"Line Problem -Intermitten tiling on channels 106,107 and 84."
20902213,4/11/2010,Line problem - Intermittent no pic
62636001,4/11/2010,LP mta no sync/no dial tone new install
46869602,4/11/2010,line problem low levels
14840101,4/11/2010,Line Problem low signal
5299702,4/11/2010,line problem
47583003,4/11/2010,Next Level - Tiling on all channels
17361501,4/11/2010,Low hanging Main Line
9132604,4/12/2010,Return Noise with file This has popped and outage please check
22010205,4/12/2010,line problem
21448706,4/12/2010,Return Noise with file
9034713,4/12/2010,line problem [44644138]
21448706,4/12/2010,level fluctuated at tap drops about 10-12 db
47967601,4/12/2010,pending night work line problem-w/o#44643058 23/2 Tap Low Signal @ Tap causing Home Cert Fail
41859301,4/12/2010,Line Problem PLEASE CHECK ADDRESS'S IN LOG
39413209,4/12/2010,Line Problem A FEW ADDRESS OFF PLEEASE CHECK POSSIBLE COMM POWER
41860004,4/12/2010,dead at tap
22779304,4/12/2010,"line issue, CBS Priority, bad levels from tap, causing modem issues when data carries jump, HD0000020662571"
36695801,4/12/2010,line problem
56474201,4/12/2010,tiling on OD frq.621 29 mer. off tap
59525-01,4/12/2010,Other
36179415,4/12/2010,"line problem, very high levels off of tap"
39598501,4/12/2010,line problem.. low signal off tap
62549301,4/12/2010,Tap Change Request
52630302,4/12/2010,"line problem -- levels off, possible inaccurate plant map"
1890906,4/12/2010,line problem
54343502,4/12/2010,Line Problem
35751207,4/12/2010,"Line Problem -EOD issue. 5 of 6 channels not locking in on MER. Channels 77,78,90,91,and 92."
51005301,4/12/2010,"line problem, low and fluctuating levels at tap. low dqi and mer 513 mhz for 1"
47872706,4/12/2010,pending night work line problem-w/o#44647257 20/4 Tap 6/9 @ Tap fails home Cert
40896501,4/12/2010,line problem errors off tap on channels 71 to 76 125 to 132
52599501,4/12/2010,can the 23v 2p be changed to a 4p
42321601,4/12/2010,line problem
726614,4/12/2010,Line Problem-Low Levels
61059101,4/12/2010,line problem low levels digital not working
19462402,4/12/2010,broken pole at SE 59th St and Stiles per OGE
52764102,4/12/2010,CBS Priority Low Levels at Tap
60788701,4/12/2010,"impulse causing packet loss in node. tracked to hgd 0922, noise is gone. watching to see if it comes back"
22438003,4/12/2010,"digi blk on mlb pkg freq 105, -5 24s/n off tap"
40399701,4/12/2010,Line Issue Work Order: 44648433
60753701,4/12/2010,LINE PROBLEM.. dead tap
8163411,4/12/2010,line problem
39635101,4/12/2010,line problem
40928017,4/12/2010,line problem--intermittent video and telephone dropout
12113402,4/12/2010,LINE PROBLEM Water in main line/and or tap
30524123,4/12/2010,"line problem -- high levels, not service affecting"
32553902,4/12/2010,broken tap enclosure.......need replaced.......not service effecting
6021701,4/12/2010,tap 17 / 4 132/12 03/16 freq 489.00 intermittent packet loss cust says mainly in the am second trouble call
5792203,4/12/2010,line problem
25658202,4/12/2010,Line Problem - No MER or BER lock on channel 80. NIU in alarm. low signal on channel 2
16150310,4/12/2010,"low levels, reverse tilt 44646691"
15592104,4/13/2010,Line problem: Wrong tap
51188501,4/13/2010,Line problem Work Order: 44647720
61339001,4/13/2010,Line Problem fiber vault needs locked up per homeland security at all locations in this area.
56619601,4/13/2010,Return Noise with file Interrmintent dropped calls on vp's and mta's repeat issues please check return levels also. HD0000020665
23339204,4/13/2010,"WO# 44646261, eod errors MER 33 ON 91"
57817901,4/13/2010,CBS Priority Noise in Node Packet loss
41956209,4/13/2010,Line Problem- Low levels channel 132
43489102,4/13/2010,main line cut but i think its a dead line
22639502,4/13/2010,line problem
61564301,4/13/2010,Line problem - Missing tap port
61633601,4/13/2010,**PRIORITY**intermit packet loss causing intermit dt and internet. soc sees intermit noise.
48652301,4/13/2010,lashing wire broke
